survey_id,issue_question_id,original_question_id,policy_domain,policy_domain_label,issue_label,question_wording,question_wording_original,question_coding,question_recoded,fallback_variable,fallback_recoded,rule_kind,recode_type
cora-efc2008-E-2008-2_F1.dta,env_intd_048,q41,intd,Foreign Policy and Identity,Cda prepared for terrorist attack,"Thinking about Canada's response to a terrorist attack, how well prepared do you think we are?","Thinking about Canada's emergency response to a terrorist attack, do you think we are very, somewhat, not very or not at all well prepared?","""1"" = ""Very well prepared"", ""2"" = ""Somewhat well prepared"", ""3"" = ""Not very well prepared"", ""4"" = ""Not at all well prepared"", ""99"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 99=9999  [0/1],,,value_map,0/1/9999
cora-efc1990-E-1990-4_F1.dta,bri_intd_007,q18b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""do support"", ""2"" = ""do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1991-E-1991-4_F1.dta,bri_intd_007,q35b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""do support"", ""2"" = ""do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1992-E-1992-4_F1.dta,bri_intd_007,q63b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""do support"", ""2"" = ""do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1993-E-1993-4_F1.dta,bri_intd_007,q31b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1994-E-1994-4_F1.dta,bri_intd_007,q17b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1995-E-1995-4_F1.dta,bri_intd_007,q53b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1996-E-1996-4_F1.dta,bri_intd_007,q10b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1997-E-1997-4_F1.dta,bri_intd_007,q17b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1998-E-1998-3_F1.dta,bri_intd_007,q41b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1999-E-1999-3_F1.dta,bri_intd_007,q18b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""Do support"", ""2"" = ""Do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1989-E-1989-4_F1.dta,bri_intd_007,q47b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""support"", ""2"" = ""do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1989-E-1989-2_F1.dta,bri_intd_007,q81b,intd,Foreign Policy and Identity,Support reducing aid to Third World,Do you support reducing aid to Third World countries?,Do you support reducing aid to Third World countries?,"""1"" = ""do support"", ""2"" = ""do not support"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
cora-efc1989-E-1989-3_F1.dta,env_intd_022,q96,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough money?","""1"" = ""too much"", ""2"" = ""the right amount"", ""3"" = ""not enough"", ""4"" = ""DK/NA""",1=-1; 2=0; 3=1; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1995-E-1995-3_F1.dta,env_intd_022,q59,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Here are some questions about foreign aid. Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough?","""1"" = ""Too much"", ""2"" = ""The right amount"", ""3"" = ""Not enough"", ""4"" = ""DK/NA""",1=-1; 2=0; 3=1; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2000-E-2000-2_F1.dta,env_intd_022,q32,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough money?","""1"" = ""Too much"", ""2"" = ""Right Amount"", ""3"" = ""Not Enough""",1=-1; 2=0; 3=1  [-1/0/1],,,value_map,-1/0/1
cora-efc2004-E-2004-2_F1.dta,env_intd_022,q40,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough money?","""1"" = ""Too much"", ""2"" = ""Right Amount"", ""3"" = ""Not Enough"", ""99"" = ""DK/NA""",1=-1; 2=0; 3=1; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2006-E-2006-2_F1.dta,env_intd_022,q54,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough money?","""1"" = ""Too much"", ""2"" = ""Right Amount"", ""3"" = ""Not Enough"", ""99"" = ""DK/NA""",1=-1; 2=0; 3=1; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2008-E-2008-2_F1.dta,env_intd_022,q53,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough money?","""1"" = ""Too much"", ""2"" = ""Right amount"", ""3"" = ""Not Enough"", ""99"" = ""DK/NA""",1=-1; 2=0; 3=1; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2009-E-2009-2_F1.dta,env_intd_022,Q18,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough money?","""1"" = ""Too much"", ""2"" = ""Right Amount"", ""3"" = ""Not enough"", ""99"" = ""DK/NA""",1=-1; 2=0; 3=1; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2010-E-2010_F1.dta,env_intd_022,q70,intd,Foreign Policy and Identity,Cda spending on poor countries,"Do you think Canada spends too much money assisting poor countries around the world, the right amount, or not enough?","Do you think Canada spends too much money assisting poor countries around the world, the right amount or not enough money?","""1"" = ""Too much"", ""2"" = ""Right amount"", ""3"" = ""Not enough"", ""99"" = ""DK/NA""",1=-1; 2=0; 3=1; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2007-E-2007-3_F1.dta,env_intd_053,q38v,intd,Foreign Policy and Identity,Fed spending: coastal sovereignty,"Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on asserting Canadian sovereignty in coastal waters?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following - Asserting Canadian sovereignty in coastal waters","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2008-E-2008-3_F1.dta,env_intd_053,q27v,intd,Foreign Policy and Identity,Fed spending: coastal sovereignty,"Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on asserting Canadian sovereignty in coastal waters?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following - Asserting Canadian sovereignty in coastal waters","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2010-E-2010_F1.dta,env_intd_053,q35v,intd,Foreign Policy and Identity,Fed spending: coastal sovereignty,"Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on asserting Canadian sovereignty in coastal waters?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following - Asserting Canadian sovereignty in coastal waters","""1"" = ""More"", ""2"" = ""Less'"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1985-E-1985-3_F1.dta,bri_intd_004,q111,intd,Foreign Policy and Identity,Fed spending: defence,"Should the federal government spend more, less, or about the same as now on defence?","Do you feel that the Canadian government spends too much, too little or just enough on national defence?","""1"" = ""too much"", ""2"" = ""too little"", ""3"" = ""just enough"", ""9"" = ""don't know/no answer""",1=-1; 2=1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2005-E-2005-3_F1.dta,env_intd_050,q17a,intd,Foreign Policy and Identity,Fed spending: domestic security,"Do you think the federal government should spend more, less or the same on domestic security?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? Domestic security","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2006-E-2006-3_F1.dta,env_intd_050,q31a,intd,Foreign Policy and Identity,Fed spending: domestic security,"Do you think the federal government should spend more, less or the same on domestic security?","Do you think the federal government should spend more, less or the same on domestic security?","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2007-E-2007-3_F1.dta,env_intd_050,q38a,intd,Foreign Policy and Identity,Fed spending: domestic security,"Do you think the federal government should spend more, less or the same on domestic security?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following - Domestic security","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2010-E-2010_F1.dta,env_intd_050,q35a,intd,Foreign Policy and Identity,Fed spending: domestic security,"Do you think the federal government should spend more, less or the same on domestic security?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following - Domestic security","""1"" = ""More"", ""2"" = ""Less'"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2003-E-2003-3_F1.dta,env_intd_044,q10n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? n) Foreign aid","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2004-E-2004-3_F1.dta,env_intd_044,q21n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? n) Foreign aid","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2005-E-2005-3_F1.dta,env_intd_044,q17n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? n) Foreign aid","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2006-E-2006-3_F1.dta,env_intd_044,q31n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Do you think the federal government should spend more, less or the same on ....... foreign aid?","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2007-E-2007-3_F1.dta,env_intd_044,q38n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? n) Foreign aid","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2008-E-2008-3_F1.dta,env_intd_044,q27n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? n) Foreign aid","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2010-E-2010_F1.dta,env_intd_044,q35n,intd,Foreign Policy and Identity,Fed spending: foreign aid,"Do you think the federal government should spend more, less or the same on foreign aid?","Keeping in mind that increasing services could increase taxes, do you think the federal government should spend more, less or the same on each of the following? n) Foreign aid","""1"" = ""More"", ""2"" = ""Less'"", ""3"" = ""Same"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1980-E-1980-3_F1.dta,env_intd_002,q51,intd,Foreign Policy and Identity,Compulsory military service,"In order to best prepare against the danger of war, some people are calling for registration for compulsory military service of all young people of military age (18 to 29). What are your views on possible compulsory military service?","In order to best prepare against the danger of war, some people are calling for registration for compulsory military service of all young people of military age (18 to 29) so that, in the event of an emergency, Canada would be prepared to draft people into the Canadian Forces. Please tell me which of the following best reflects your views on possible compulsory military service.","""0"" = ""no response"", ""1"" = ""favour it for all persons of military age (18 to 29)"", ""2"" = ""favour it only for men of military age (18 to 29)"", ""3"" = ""oppose compulsory military service for anyone"", ""9"" = ""don't know""",0=9999; 1=1; 2=1; 3=0; 9=9999  [0/1],,,value_map,0/1/9999
cora-efc1981-E-1981-5_F1.dta,env_intd_002,q91,intd,Foreign Policy and Identity,Compulsory military service,"In order to best prepare against the danger of war, some people are calling for registration for compulsory military service of all young people of military age (18 to 29). What are your views on possible compulsory military service?","In order to best prepare against the danger of war, some people are calling for registration for compulsory military service of all young people of military age (18 to 29) so that, in the event of an emergency, Canada would be prepared to draft people into the Canadian Forces. Please tell me which of the following best reflects your views on possible compulsory military service?","""0"" = ""no response"", ""1"" = ""favor it for all persons of military age (18 to 29)"", ""2"" = ""favor it only for men of military age (18 to 29)"", ""3"" = ""oppose compulsory military service for anyone"", ""9"" = ""don't know""",0=9999; 1=1; 2=1; 3=0; 9=9999  [0/1],,,value_map,0/1/9999
cora-efc2001-E-2001-3_F1.dta,env_intd_041,q40,intd,Foreign Policy and Identity,Terrorist attack in Cda in 2 yrs,How likely do you think it is that Canada will be the victim of a major terrorist attack within the next two years?,"Do you think it very likely, somewhat likely, not very likely or not at all likely that Canada will be the victim of a major terrorist attack within the next two years?","""1"" = ""Very likely"", ""2"" = ""Somewhat likely"", ""3"" = ""Not very likely"", ""4"" = ""Not at all likely""",1=1; 2=1; 3=0; 4=0  [0/1],,,value_map,0/1
cora-efc2001-E-2001-4_F1.dta,env_intd_041,q80,intd,Foreign Policy and Identity,Terrorist attack in Cda in 2 yrs,How likely do you think it is that Canada will be the victim of a major terrorist attack within the next two years?,"Do you think it very likely, somewhat likely, not very likely or not at all likely that Canada will be the victim of a major terrorist attack within the next two years?","""1"" = ""Very likely"", ""2"" = ""Somewhat likely"", ""3"" = ""Not very likely"", ""4"" = ""Not at all likely""",1=1; 2=1; 3=0; 4=0  [0/1],,,value_map,0/1
cora-efc2004-E-2004-2_F1.dta,env_intd_041,q30,intd,Foreign Policy and Identity,Terrorist attack in Cda in 2 yrs,How likely do you think it is that Canada will be the victim of a major terrorist attack within the next two years?,"Do you think it very likely, somewhat likely, not very likely or not at all likely that Canada will be the victim of a major terrorist attack within the next two years?","""1"" = ""Very likely"", ""2"" = ""Somewhat likely"", ""3"" = ""Not very likely"", ""4"" = ""Not at all likely"", ""99"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 99=9999  [0/1],,,value_map,0/1/9999
cora-efc2006-E-2006-2_F1.dta,env_intd_041,q36,intd,Foreign Policy and Identity,Terrorist attack in Cda in 2 yrs,How likely do you think it is that Canada will be the victim of a major terrorist attack within the next two years?,"Do you think it very likely, somewhat likely, not very likely or not at all likely that Canada will be the victim of a major terrorist attack within the next two years?","""1"" = ""Very likely"", ""2"" = ""Somewhat likely"", ""3"" = ""Not very likely"", ""4"" = ""Not at all likely"", ""99"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 99=9999  [0/1],,,value_map,0/1/9999
cora-efc2008-E-2008-2_F1.dta,env_intd_041,q40,intd,Foreign Policy and Identity,Terrorist attack in Cda in 2 yrs,How likely do you think it is that Canada will be the victim of a major terrorist attack within the next two years?,"Do you think it very likely, somewhat likely, not very likely or not at all likely that Canada will be the victim of a major terrorist attack within the next two years?","""1"" = ""Very likely"", ""2"" = ""Somewhat likely"", ""3"" = ""Not very likely"", ""4"" = ""Not at all likely"", ""99"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 99=9999  [0/1],,,value_map,0/1/9999
cora-efc2006-E-2006-2_F1.dta,bri_intd_010,q38d,intd,Foreign Policy and Identity,Canada should improve border security,Canada needs to improve the security of the nation's borders.,"Please indicate whether you strongly agree, somewhat agree, somewhat disagree or strongly disagree with the following statements about terrorism and border security? Canada needs to improve the security of the nations borders","""1"" = ""Strongly agree"", ""2"" = ""Somewhat agree"", ""3"" = ""Somewhat disagree"", ""4"" = ""Strongly disagree"", ""99"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 99=9999  [0/1],,,value_map,0/1/9999
cora-efc2008-E-2008-2_F1.dta,bri_intd_010,q42d,intd,Foreign Policy and Identity,Canada should improve border security,Canada needs to improve the security of the nation's borders.,"Please indicate whether you strongly agree, somewhat agree, somewhat disagree or strongly disagree with the following statements about terrorism and border security? Canada needs to improve the security of the nation's borders","""1"" = ""Strongly agree"", ""2"" = ""Somewhat agree"", ""3"" = ""Somewhat disagree"", ""4"" = ""Strongly disagree"", ""99"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 99=9999  [0/1],,,value_map,0/1/9999
cora-efc1990-E-1990-2_F1.dta,env_idim_049,q16c,idim,"Immigration, Diversity and Federalism",Too many racial minority immigrants,Canada accepts too many immigrants from racial minority groups.,"Do you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of the following statements: Canada accepts too many immigrants from racial minority groups?","""1"" = ""Strongly agree"", ""2"" = ""Somewhat agree"", ""3"" = ""Somewhat disagree"", ""4"" = ""Strongly disagree"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1991-E-1991-2_F1.dta,env_idim_049,q40c,idim,"Immigration, Diversity and Federalism",Too many racial minority immigrants,Canada accepts too many immigrants from racial minority groups.,"Do you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of the following statements: Canada accepts too many immigrants from racial minority groups?","""1"" = ""Strongly agree"", ""2"" = ""Somewhat agree"", ""3"" = ""Somewhat disagree"", ""4"" = ""Strongly disagree"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_idim_049,q99c,idim,"Immigration, Diversity and Federalism",Too many racial minority immigrants,Canada accepts too many immigrants from racial minority groups.,"Do you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of the following statements: Canada accepts too many immigrants from racial minority groups?","""1"" = ""strongly agree"", ""2"" = ""somewhat agree"", ""3"" = ""somewhat disagree"", ""4"" = ""strongly disagree"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1993-E-1993-4_F1.dta,env_idim_049,q98c,idim,"Immigration, Diversity and Federalism",Too many racial minority immigrants,Canada accepts too many immigrants from racial minority groups.,"Do you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of the following statements: Canada accepts too many immigrants from racial minority groups?","""1"" = ""Strongly agree"", ""2"" = ""Somewhat agree"", ""3"" = ""Somewhat disagree"", ""4"" = ""Strongly disagree"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1985-E-1985-3_F1.dta,env_econ_024,q68,econ,Economy and Taxation,Foreign ownership: oil and gas,"Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","""1"" = ""too much"", ""2"" = ""about right"", ""3"" = ""not enough"", ""9"" = ""don't know/no answer""",0=NA; 1=-1; 2=0; 3=1; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999/NA
cora-efc1986-E-1986-2_F1.dta,env_econ_024,q78,econ,Economy and Taxation,Foreign ownership: oil and gas,"Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","""1"" = ""too much"", ""2"" = ""about right"", ""3"" = ""not enough"", ""9"" = ""don't know/no answer""",1=-1; 2=0; 3=1; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1987-E-1987-4_F1.dta,env_econ_024,q48,econ,Economy and Taxation,Foreign ownership: oil and gas,"Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","""1"" = ""too much"", ""2"" = ""about right"", ""3"" = ""not enough"", ""4"" = ""dk/na""",1=-1; 2=0; 3=1; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1988-E-1988-4_F1.dta,env_econ_024,q68,econ,Economy and Taxation,Foreign ownership: oil and gas,"Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","""1"" = ""Too much"", ""2"" = ""About right"", ""3"" = ""Not enough"", ""4"" = ""DK/NA""",1=-1; 2=0; 3=1; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1991-E-1991-3_F1.dta,env_econ_024,q61,econ,Economy and Taxation,Foreign ownership: oil and gas,"Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","Do you think there is too much, just the right amount, or not enough foreign ownership in the Canadian oil and natural gas industry?","""1"" = ""Too much"", ""2"" = ""About right"", ""3"" = ""not enough"", ""4"" = ""DK/NA""",1=-1; 2=0; 3=1; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1995-E-1995-3_F1.dta,env_intd_033,q55,intd,Foreign Policy and Identity,Boycott vs trade to promote rights,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,"""1"" = ""Increase trade links with these countries to try to open the"", ""2"" = ""Cut back on trade with these countries to try to pressure th"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=increase trade links with these countries to try and open/1=cut back on trade with these countries to try and pressure],,,value_map,0/1/9999
cora-efc1997-E-1997-4_F1.dta,env_intd_033,q59,intd,Foreign Policy and Identity,Boycott vs trade to promote rights,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,"""1"" = ""Increase trade links with these countries to try to open the"", ""2"" = ""Cut back on trade with these countries to try to pressure th"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=increase trade links with these countries to try and open/1=cut back on trade with these countries to try and pressure],,,value_map,0/1/9999
cora-efc2000-E-2000-2_F1.dta,env_intd_033,q31,intd,Foreign Policy and Identity,Boycott vs trade to promote rights,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,"""1"" = ""Increase trade links"", ""2"" = ""Cut back on trade"", ""3"" = ""OTHER (SPECIFY)""",1=0; 2=1; 3=9999  [0=increase trade links with these countries to try and open/1=cut back on trade with these countries to try and pressure],,,value_map,0/1/9999
cora-efc2004-E-2004-2_F1.dta,env_intd_033,q38,intd,Foreign Policy and Identity,Boycott vs trade to promote rights,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,A number of countries in the world are non-democratic and violate the human rights of their citizens. Which do you think is a better way for Canada to promote human rights in these countries?,"""1"" = ""Increase trade links with these countries to try and open"", ""2"" = ""Cut back on trade with these countries to try and pressure"", ""98"" = ""Other (SPECIFY)"", ""99"" = ""DK/NA""",1=0; 2=1; 98=9999; 99=9999  [0=increase trade links with these countries to try and open/1=cut back on trade with these countries to try and pressure],,,value_map,0/1/9999
cora-efc1993-E-1993-1_F1.dta,env_intd_029,q36,intd,Foreign Policy and Identity,Cdn troops in UN force operations,The United Nations has become more active in trying to stop conflicts in dangerous areas that require the use of much more force than in the past. Should Canadian troops continue to participate in these United Nations operations?,"In recent years, the United Nations has become more active in trying to stop conflicts in dangerous areas - like Bosnia and Iraq - that require the use of much more force than in the past. Do you think that Canadian troops should or should not continue to participate in these United Nations operations?","""1"" = ""Yes, should"", ""2"" = ""No, should not"", ""3"" = ""DK/NA""",1=1; 2=0; 3=9999  [0/1],,,value_map,0/1/9999
